year,affiliation,paper_count,region,country
2025,"Indian Institute of Technology, Gandhinagar",1,Asia-Pacific (excl. China),India
2025,"Indian Institute of Technology, Hyderabad",4,Asia-Pacific (excl. China),India
2025,"Indian Institute of Technology, Kanpur",8,Asia-Pacific (excl. China),India
2025,"Indian Institute of Technology, Kharagpur",6,Asia-Pacific (excl. China),India
2025,"Indian Institute of Technology, Madras",4,Asia-Pacific (excl. China),India
2025,"Indian Institute of Technology, Patna",1,Asia-Pacific (excl. China),India
2025,"Indian Institute of Technology, Roorkee",3,Asia-Pacific (excl. China),India
2025,Indian River State College,2,United States,United States
2025,Indian Statistical Institute,3,Asia-Pacific (excl. China),India
2025,Indiana Institute of Technology,2,United States,United States
2025,Indiana University,6,United States,United States
2025,Indiana University - Bloomington,2,United States,United States
2025,"Indraprastha Institute of Information Technology, Delhi",4,Asia-Pacific (excl. China),India
2025,Infermedica,1,Other/Unknown,Unknown
2025,Infinigence,2,Other/Unknown,Unknown
2025,Infinigence AI,2,Other/Unknown,Unknown
2025,"Information Technology University, Lahore",1,Asia-Pacific (excl. China),Pakistan
2025,Information and Communications University,1,Other/Unknown,"Korea, Republic of"
2025,Infosys Limited,2,Other/Unknown,Unknown
2025,Inha University,4,Other/Unknown,"Korea, Republic of"
2025,Inistro Inc.,1,Other/Unknown,Unknown
2025,Inner Mongolia University,1,China,China
2025,Innopeak tech,1,Other/Unknown,Unknown
2025,Innopolis,1,Other/Unknown,Unknown
2025,Inria,50,Europe,France
2025,Insitro,1,Other/Unknown,Unknown
2025,Inspur,1,China,China
2025,InstaDeep,5,Other/Unknown,Unknown
2025,Institut National Polytechnique de Toulouse,1,Europe,France
2025,Institut National des Sciences Appliquées de Lyon,3,Europe,France
2025,Institut National des Sciences Appliquées de Rennes,1,Europe,France
2025,Institut National des Sciences Appliquées de Toulouse,1,Europe,France
2025,Institute for Advanced Studies Lucca,1,Europe,Italy
2025,Institute for Advanced Study,5,United States,United States
2025,Institute for Command Engineers of The Ministry for Emergency Situations,2,Other/Unknown,Belarus
2025,Institute for World Politics,1,United States,United States
2025,Institute of Industrial Electronics Engineering,2,Asia-Pacific (excl. China),Pakistan
2025,Institute of Information Technology,4,Middle East & Africa,Namibia
2025,Institute of Science and Technology,21,Europe,Austria
2025,Instituto Nacional de Matemática Pura e Aplicada - IMPA,2,Latin America,Brazil
2025,Instituto Politécnico Nacional,1,Latin America,Mexico
2025,Instituto Politécnico de Setúbal,1,Europe,Portugal
2025,Instituto de Enseñanza Superior del Ejército,2,Latin America,Argentina
2025,Intel,18,United States,United States
2025,Intel Labs,3,United States,United States
2025,Intellifusion,1,Other/Unknown,Unknown
2025,International College of Tourism and Hotel Management,1,Asia-Pacific (excl. China),Australia
2025,International Higher School for Advanced Studies Trieste,2,Europe,Italy
2025,International Technological University,2,United States,United States
2025,International University,1,Asia-Pacific (excl. China),Cambodia
2025,International University in Germany,3,Europe,Germany
2025,International University of Japan,2,Asia-Pacific (excl. China),Japan
2025,Iowa State University,6,United States,United States
2025,Iran University of Science and Technology Tehran,1,Middle East & Africa,Iran
2025,Istanbul Medipol University,1,Other/Unknown,Turkiye
2025,Istanbul Technical University,2,Other/Unknown,Turkiye
2025,IÉSEG School of Management,3,Europe,France
2025,J.P. Morgan Chase,9,Other/Unknown,Unknown
2025,JAMSTEC,1,Other/Unknown,Unknown
2025,JD.com,5,China,China
2025,JDT,1,Other/Unknown,Unknown
2025,JPMorganChase,1,Other/Unknown,Unknown
2025,"JPMorganChase, GTAR",2,Other/Unknown,Unknown
2025,Jagiellonian University Cracow,4,Europe,Poland
2025,James A Rhodes State College,1,United States,United States
2025,James Cook University of North Queensland,1,Asia-Pacific (excl. China),Australia
2025,James Madison University,1,United States,United States
2025,Jami Institute of Technology,60,Middle East & Africa,Iran
2025,Japan Advanced Institute of Science and Technology,2,Asia-Pacific (excl. China),Japan
2025,Japan College of Social Work,1,Asia-Pacific (excl. China),Japan
2025,Japanese Red Cross College of Nursing,1,Asia-Pacific (excl. China),Japan
2025,Jiangsu University of Science and Technology,3,China,China
2025,Jiangxi University of Finance and Economics,1,China,China
2025,Jiaying University,1,China,China
2025,Jilin University,24,China,China
2025,Jimei University,1,China,China
2025,Jinan University,3,Middle East & Africa,Lebanon
2025,Jingdong Inc.,2,Other/Unknown,Unknown
2025,Johann Wolfgang Goethe Universität Frankfurt am Main,1,Europe,Germany
2025,Johannes Kepler Universität Linz,7,Europe,Austria
2025,Johns Hopkins University,62,United States,United States
2025,Johns Hopkins University Applied Physics Laboratory,49,United States,United States
2025,Justus Liebig Universität Gießen,1,Europe,Germany
2025,KLA Corp.,1,Other/Unknown,Unknown
2025,KRAFTON,1,Other/Unknown,Unknown
2025,KTH Royal Institute of Technology,20,Europe,Sweden
2025,KU Leuven,13,Europe,Belgium
2025,Kakao Brain,1,Asia-Pacific (excl. China),South Korea
2025,Kangwon National University,1,Other/Unknown,"Korea, Republic of"
2025,Kansas State University,1,United States,United States
2025,Karlsruhe Institute of Technology,8,Europe,Germany
2025,Karlsruher Institut für Technologie,15,Europe,Germany
2025,Katholieke Universiteit Leuven,1,Europe,Belgium
2025,"Kazakhstan Institute of Management, Economics, and Strategic Research",1,Other/Unknown,Kazakhstan
2025,Keimyung University,1,Other/Unknown,"Korea, Republic of"
2025,Keio University,4,Asia-Pacific (excl. China),Japan
2025,Keller Graduate School of Management,4,United States,United States
2025,Kensho,2,Other/Unknown,Unknown
2025,Kent State University,1,United States,United States
2025,Kentucky Community & Technical College System,1,United States,United States
2025,Kernel,1,Other/Unknown,Unknown
2025,Kettering University,1,United States,United States
2025,"Khalifa University of Science, Technology and Research",1,Middle East & Africa,United Arab Emirates
2025,Kharkiv National University,6,Other/Unknown,Ukraine
2025,King Abdullah University of Science and Technology,25,Middle East & Africa,Saudi Arabia
2025,King University,1,United States,United States
2025,King's College,5,United States,United States
2025,"King's College London, University of London",9,Europe,United Kingdom
2025,Kitware Inc.,1,Other/Unknown,Unknown
2025,Kobe University,1,Asia-Pacific (excl. China),Japan
2025,Kochi University,1,Asia-Pacific (excl. China),Japan
2025,Konan University,1,Asia-Pacific (excl. China),Japan
2025,Konkuk University,1,Other/Unknown,"Korea, Republic of"
2025,Kookmin University,3,Other/Unknown,"Korea, Republic of"
2025,Korea Advanced Institute of Science & Technology,123,Other/Unknown,"Korea, Republic of"
2025,Korea University,34,Other/Unknown,"Korea, Republic of"
2025,Koç University,1,Other/Unknown,Turkiye
2025,Krafton Inc.,1,Other/Unknown,Unknown
2025,Krea,1,Other/Unknown,Unknown
2025,Kuaishou,5,Other/Unknown,Unknown
2025,Kuaishou Inc.,3,Other/Unknown,Unknown
2025,Kuaishou- 快手科技,14,Other/Unknown,Unknown
2025,Kujiale.com,1,Other/Unknown,Unknown
2025,KunByte Inc.,1,Other/Unknown,Unknown
2025,Kunlun Skywork AI,1,Other/Unknown,Unknown
2025,Kunmimg University of Science and Technology,1,China,China
2025,Kwangwoon University,1,Other/Unknown,"Korea, Republic of"
2025,Kyoto University,14,Asia-Pacific (excl. China),Japan
2025,Kyung Hee University,4,Other/Unknown,"Korea, Republic of"
2025,Kyungpook National University,3,Other/Unknown,"Korea, Republic of"
2025,Kyushu Institute of Technology,1,Asia-Pacific (excl. China),Japan
2025,Kyushu University,3,Asia-Pacific (excl. China),Japan
2025,LAAS / CNRS,1,Other/Unknown,Unknown
2025,LAION,2,Other/Unknown,Unknown
2025,LASR Labs,3,Other/Unknown,Unknown
2025,LASR labs,1,Other/Unknown,Unknown
2025,LG AI Research,4,Asia-Pacific (excl. China),South Korea
2025,LG Corporation,4,Other/Unknown,Unknown
2025,LG Electronics.,1,Other/Unknown,Unknown
2025,LIGNex1,1,Other/Unknown,Unknown
2025,LINE Corporation,1,Other/Unknown,Unknown
2025,LIP6,2,Other/Unknown,Unknown
2025,LMU,1,Other/Unknown,Unknown
2025,LNCC,1,Other/Unknown,Unknown
2025,LY Corporation,2,Other/Unknown,Unknown
2025,Lacework Ltd.,1,Other/Unknown,Unknown
2025,Lamar University,1,United States,United States
2025,Lambda,3,Other/Unknown,Unknown
2025,Lambda Labs,3,Other/Unknown,Unknown
2025,Lancaster University,3,Middle East & Africa,Ghana
2025,Lanzhou University,8,China,China
2025,Latent Labs,1,Other/Unknown,Unknown
2025,Layer6,2,Other/Unknown,Unknown
2025,Layer6 AI,1,Other/Unknown,Unknown
2025,LeddarTech,1,Other/Unknown,Unknown
2025,Lehigh University,6,United States,United States
2025,Lenovo,5,China,China
2025,Leuphana Universität Lüneburg,1,Europe,Germany
2025,Li Auto Inc.,4,Other/Unknown,Unknown
2025,Liaoning Technical University,2,China,China
2025,Libera Università degli Studi di Scienze Umane e Tecnologiche,5,Europe,Switzerland
2025,Lingnan University,6,China,Hong Kong
2025,LinkedIn,6,United States,United States
2025,Linköping University,4,Europe,Sweden
2025,Lionrock AI Lab,1,Other/Unknown,Unknown
2025,Lomonosov Moscow State University,4,Europe,Russia
2025,"London School of Economics and Political Science, University of London",5,Europe,United Kingdom
2025,"London School of Hygiene & Tropical Medicine, University of London",1,Europe,United Kingdom
2025,Louisiana State University,1,United States,United States
2025,Louisiana Tech University,1,United States,United States
2025,Ludwig Maximilian University of Munich,1,Europe,Germany
2025,Ludwig-Maximilians-Universität München,21,Europe,Germany
2025,Lund University,1,Europe,Sweden
2025,Luther College,1,Canada,Canada
2025,Lyon College,1,United States,United States
2025,M42 health,1,Other/Unknown,Unknown
2025,MATS Program,2,Other/Unknown,Unknown
2025,METR,1,Other/Unknown,Unknown
2025,MI-6 Ltd.,2,Other/Unknown,Unknown
2025,MPI-SWS,8,Other/Unknown,Unknown
2025,MTA SZTAKI,1,Other/Unknown,Unknown
2025,Maastricht University,1,Europe,Netherlands
2025,Macau University of Science and Technology,5,Other/Unknown,Macao
2025,Macquarie University,5,Asia-Pacific (excl. China),Australia
2025,Madras Institute of Technology,1,Asia-Pacific (excl. China),India
2025,Maj Institute of Pharmacology Polish Academy of Sciences,2,Europe,Poland
2025,Manuel S. Enverga University Foundation,3,Asia-Pacific (excl. China),Philippines
2025,"Manycore, Inc.",1,Other/Unknown,Unknown
2025,Marine Biological Laboratory,59,United States,United States
2025,Masaryk University,1,Europe,Czech Republic
2025,Massachusetts Institute of Technology,224,United States,United States
2025,Maum.AI,1,Other/Unknown,Unknown
2025,Max Planck Institute,67,Europe,Germany
2025,Mayo Clinic,1,United States,United States
2025,McGill University,36,Canada,Canada
2025,McMaster University,4,Canada,Canada
2025,MediaTek,1,China,Taiwan
2025,Medtronic,1,Other/Unknown,Unknown
2025,Meituan,21,China,China
2025,Merantix Momentum,1,Other/Unknown,Unknown
2025,Meta AI,145,United States,United States
2025,MetaCarbon,1,Other/Unknown,Unknown
2025,Metac.inc,1,Other/Unknown,Unknown
2025,Michigan State University,26,United States,United States
2025,Michigan Technological University,1,United States,United States
2025,Microsoft,212,United States,United States
2025,Microsoft Research Asia,30,China,China
2025,Middle East Technical University,2,Middle East & Africa,Turkey
2025,Middle Tennessee State University,1,United States,United States
2025,Midea AIIC,1,Other/Unknown,Unknown
2025,Mila - Quebec AI Institute,34,Canada,Canada
2025,Milwaukee School of Engineering,1,United States,United States
2025,MiniMax,2,Other/Unknown,Unknown
2025,Minimax,1,Other/Unknown,Unknown
2025,Mississippi State University,2,United States,United States
2025,Missouri University of Science and Technology,1,United States,United States
2025,Mohamed bin Zayed University of Artificial Intelligence (MBZUAI),107,Middle East & Africa,United Arab Emirates
2025,Monash University,32,Asia-Pacific (excl. China),Australia
2025,MongoDB,1,Other/Unknown,Unknown
2025,Monumo,1,Other/Unknown,Unknown
2025,Moonshot AI,5,Other/Unknown,Unknown
2025,Moonshot AI Ltd,1,Other/Unknown,Unknown
2025,Morgan State University,7,United States,United States
2025,Moscow Institute of Physics and Technology,4,Other/Unknown,Russian Federation
2025,"Moscow State Institute of Radiotechnics, Electronics and Automation (Technical University)",2,Other/Unknown,Russian Federation
2025,Multimodal Model Department,1,Other/Unknown,Unknown
2025,Mykolo Romerio university,2,Europe,Lithuania
2025,Myongji University,1,Other/Unknown,"Korea, Republic of"
2025,NAVER,19,Asia-Pacific (excl. China),South Korea
2025,NCSOFT,1,Other/Unknown,Unknown
2025,NEC,7,Other/Unknown,Unknown
2025,NEC-Labs,6,Other/Unknown,Unknown
2025,NII,2,Other/Unknown,Unknown
2025,NIO,2,Other/Unknown,Unknown
2025,NJUST,1,Other/Unknown,Unknown
2025,NOVA School of Science and Technology,1,Europe,Portugal
2025,NTT,5,Other/Unknown,Unknown
2025,NTT Corporation,1,Other/Unknown,Unknown
2025,NVIDIA,54,United States,United States
2025,NXAI,1,Other/Unknown,Unknown
2025,Nagaland University,6,Asia-Pacific (excl. China),India
2025,Nagaoka University of Technology,1,Asia-Pacific (excl. China),Japan
2025,Nagoya Institute of Technology,3,Asia-Pacific (excl. China),Japan
2025,Nagoya University,2,Asia-Pacific (excl. China),Japan
2025,Nanchang University,5,China,China
2025,Nanjing Agricultural University,1,China,China
2025,Nanjing Normal University,2,China,China
2025,Nanjing University,122,China,China
2025,Nanjing University of Aeronautics and Astronautics,12,China,China
2025,Nanjing University of Economics,1,China,China
2025,Nanjing University of Information Science and Technology,11,China,China
2025,Nanjing University of Posts and Telecommunications,6,China,China
2025,Nanjing University of Science and Technology,33,China,China
2025,Nankai University,31,China,China
2025,NannyML,1,Other/Unknown,Unknown
2025,Nanyang Technological University,188,Asia-Pacific (excl. China),Singapore
2025,Nara Institute of Science and Technology,3,Asia-Pacific (excl. China),Japan
2025,Nasdaq,1,Other/Unknown,Unknown
2025,National Cheng Kung University,1,Other/Unknown,"Taiwan, Province of China"
2025,National Chengchi University,1,Other/Unknown,"Taiwan, Province of China"
2025,National Chung Cheng University,1,Other/Unknown,"Taiwan, Province of China"
2025,National Institute of Applied Sciences of Toulouse,52,Europe,France
2025,National Institute of Technology Srinagar,1,Asia-Pacific (excl. China),India
2025,National Park College,6,United States,United States
2025,National Research University Higher School of Economics,7,Europe,Russia
2025,National Taipei University of Technology,1,Other/Unknown,"Taiwan, Province of China"
2025,National Taiwan University,13,China,Taiwan
2025,National Technical University of Athens,9,Europe,Greece
2025,National Tsing Hua University,4,China,Taiwan
2025,National University,36,Asia-Pacific (excl. China),Philippines
2025,National University of Defense Technology,43,China,China
2025,National University of Singapore,185,Asia-Pacific (excl. China),Singapore
2025,National Yang Ming Chiao Tung University,7,China,Taiwan
2025,Naval Postgraduate School,1,United States,United States
2025,Nazarbayev University,1,Other/Unknown,Kazakhstan
2025,Ndea,1,Other/Unknown,Unknown
2025,"NetEase, Inc.",1,Other/Unknown,Unknown
2025,NetMind.AI,1,Other/Unknown,Unknown
2025,Netflix,5,United States,United States
2025,Neural Concept,1,Other/Unknown,Unknown
2025,Neural Magic,1,Other/Unknown,Unknown
2025,Neuralink,1,Other/Unknown,Unknown
2025,Nevada System of Higher Education,1,United States,United States
2025,New Jersey Institute of Technology,8,United States,United States
2025,New Mexico State University,1,United States,United States
2025,New York University,103,United States,United States
2025,Nike,1,Other/Unknown,Unknown
2025,Ningbo University,1,China,China
2025,Nio Inc.,1,Other/Unknown,Unknown
2025,Noblis,1,Other/Unknown,Unknown
2025,Nokia Bell Labs,1,Other/Unknown,Unknown
2025,North Carolina State University,7,United States,United States
2025,North China Electric Power University,2,China,China
2025,North China University of Technology,3,China,China
2025,Northeast Forest University,1,China,China
2025,Northeast University at Qinhuangdao Campus,2,China,China
2025,Northeastern University,69,China,China
2025,Northern Arizona University,2,United States,United States
2025,Northumbria University,1,Europe,United Kingdom
2025,Northwest A&F University,3,China,China
2025,Northwest Normal University Lanzhou,1,China,China
2025,Northwest Polytechnical University Xi'an,28,China,China
2025,Northwest University Xi'an,2,China,China
2025,Northwestern University,41,United States,United States
2025,Norwegian School of Economics and Business Administration,1,Europe,Norway
2025,Norwegian University of Science and Technology,3,Europe,Norway
2025,Novartis,1,Other/Unknown,Unknown
2025,Novosibirsk State University,1,Other/Unknown,Russian Federation
2025,Nubank,1,Other/Unknown,Unknown
2025,Nullmax,1,Other/Unknown,Unknown
2025,Nuro,1,Other/Unknown,Unknown
2025,Nuro.ai,1,Other/Unknown,Unknown
2025,OPPO,7,China,China
2025,Observe.AI,1,Other/Unknown,Unknown
2025,Ocean University of China,4,China,China
2025,OctoML,1,Other/Unknown,Unknown
2025,October 6 university,3,Middle East & Africa,Egypt
2025,Oklahoma State University,1,United States,United States
2025,Ontario Tech University,1,Canada,Canada
2025,OpenAI,6,United States,United States
2025,OpsiClear,1,Other/Unknown,Unknown
2025,Optasia,1,Other/Unknown,Unknown
2025,Optellum,1,Other/Unknown,Unknown
2025,Oracle,3,Other/Unknown,Unknown
2025,Oracle Labs,1,Other/Unknown,Unknown
2025,Orbbec,1,Other/Unknown,Unknown
2025,Oregon State University,8,United States,United States
2025,OriginAI,1,Other/Unknown,Unknown
2025,Osaka Prefectural University,1,Asia-Pacific (excl. China),Japan
2025,Osaka Sangyo University,1,Asia-Pacific (excl. China),Japan
2025,Osaka University,5,Asia-Pacific (excl. China),Japan
2025,Otto-von-Guericke Universität Magdeburg,1,Europe,Germany
2025,Owkin,2,Other/Unknown,Unknown
2025,Oxa,1,Other/Unknown,Unknown
2025,Oxa Ltd,1,Other/Unknown,Unknown
2025,PCG  QQ,1,Other/Unknown,Unknown
2025,Panasonic Holdings Corporation,1,Other/Unknown,Unknown
2025,Parameter Lab,2,Other/Unknown,Unknown
2025,Paris Saclay Lamme,2,Europe,France
2025,Park University,1,United States,United States
2025,PathAI,1,Other/Unknown,Unknown
2025,PayPal Inc.,1,Other/Unknown,Unknown
2025,Peking University,292,China,China
2025,PengCheng Lab,5,Other/Unknown,Unknown
2025,Pennsylvania State University,33,United States,United States
2025,Perfios Software Solutions,1,Other/Unknown,Unknown
2025,PhiGent Robotics,2,Other/Unknown,Unknown
2025,PhysicsX,1,Other/Unknown,Unknown
2025,Physikalisch-Technische Bundesanstalt,1,Other/Unknown,Unknown
2025,Picsart,2,Other/Unknown,Unknown
2025,Ping An Technology,1,China,China
2025,"Pinscreen, Inc.",2,Other/Unknown,Unknown
2025,Pluralis AI,2,Other/Unknown,Unknown
2025,Pohang University of Science & Technology,8,Asia-Pacific (excl. China),South Korea
2025,Pohang University of Science and Technology,16,Other/Unknown,"Korea, Republic of"
2025,Politecnico di Milano,10,Europe,Italy
2025,Polytechnic Institute of Milan,11,Europe,Italy
2025,Polytechnic Institute of Turin,6,Europe,Italy
2025,Polytechnique Montréal,4,Canada,Canada
2025,Pontifcia Università Gregoriana,1,Other/Unknown,Holy See (Vatican City State)
2025,Pontificia Universidad Catolica de Chile,6,Latin America,Chile
2025,Pontificia Universidad Católica del Perú,1,Latin America,Peru
2025,Pontifícia Universidade Católica do Rio de Janeiro,1,Latin America,Brazil
2025,Preferred Networks,3,Asia-Pacific (excl. China),Japan
2025,Preply,1,Other/Unknown,Unknown
2025,Presight,1,Other/Unknown,Unknown
2025,Princeton University,100,United States,United States
2025,Product Madness,1,Other/Unknown,Unknown
2025,Profluent,1,Other/Unknown,Unknown
2025,Profluent Bio,1,Other/Unknown,Unknown
2025,Providence College,1,United States,United States
2025,Prowler.io,2,Other/Unknown,Unknown
2025,PsiRobot,2,Other/Unknown,Unknown
2025,Punjab Institute of Computer science,1,Asia-Pacific (excl. China),Pakistan
2025,Purdue University,77,United States,United States
2025,Purdue University Northwest,1,United States,United States
2025,PwC,1,Other/Unknown,Unknown
2025,Qihoo 360,1,Other/Unknown,Unknown
2025,Qingdao University of Science and Technology,1,China,China
2025,Qiyuan Lab,1,Other/Unknown,Unknown
2025,Qualcomm,20,United States,United States
2025,"Queen Mary, University of London",10,Europe,United Kingdom
2025,Queen's University,7,Canada,Canada
2025,Queensland University of Technology,5,Asia-Pacific (excl. China),Australia
2025,Qufu Normal University,3,China,China
2025,"R&D, BBC",1,Other/Unknown,Unknown
2025,RIKEN,34,Asia-Pacific (excl. China),Japan
2025,RMIT International University Vietnam,2,Other/Unknown,Viet Nam
2025,RWTH Aachen University,1,Europe,Germany
2025,Radboud University,3,Europe,Netherlands
2025,Radiusai Inc,1,United States,United States
2025,Rakuten Institute of Technology,1,Asia-Pacific (excl. China),Japan
2025,Reality Labs (Research),1,Other/Unknown,Unknown
2025,Red Sea University,7,Other/Unknown,Sudan
2025,Regeneron,1,Other/Unknown,Unknown
2025,Regent University College of Science and Technology,134,Middle East & Africa,Ghana
2025,Relativity,2,Other/Unknown,Unknown
2025,Reliant AI,1,Other/Unknown,Unknown
2025,Renault,1,Other/Unknown,Unknown
2025,Renmin University of China,65,China,China
2025,Rensselaer Polytechnic Institute,15,United States,United States
2025,"Research, AT&T",4,Other/Unknown,Unknown
2025,Rheinisch Westfälische Technische Hochschule Aachen,5,Europe,Germany
2025,Rheinische Fachhochschule Köln,1,Europe,Germany
2025,Rheinische Friedrich-Wilhelms Universität Bonn,4,Europe,Germany
2025,Rhodes University,2,Middle East & Africa,South Africa
2025,Rice University,24,United States,United States
2025,Rikkyo University (St. Paul's University),1,Asia-Pacific (excl. China),Japan
2025,Rivian,1,Other/Unknown,Unknown
2025,"Rivian Automotive, Inc.",1,Other/Unknown,Unknown
2025,Robert Morris University Illinois,1,United States,United States
2025,Roblox,2,Other/Unknown,Unknown
2025,Rochester Institute of Technology,8,United States,United States
2025,Roskilde University,1,Europe,Denmark
2025,Royal Holloway University of London,1,Europe,United Kingdom
2025,Royal Melbourne Institute of Technology,2,Asia-Pacific (excl. China),Australia
2025,Ruhr-Universität Bochum,2,Europe,Germany
2025,Ruprecht-Karls-Universität Heidelberg,5,Europe,Germany
2025,Rutgers University,43,United States,United States
2025,SAIGE,1,Other/Unknown,Unknown
2025,SANS Technology Institute,3,United States,United States
2025,SAP SE,1,Other/Unknown,Unknown
2025,SISSA/ISAS,1,Other/Unknown,Unknown
2025,SRM University,1,Asia-Pacific (excl. China),India
2025,SUAT,1,Other/Unknown,Unknown
2025,SUPSI - University of Applied Sciences Southern Switzerland,1,Europe,Switzerland
2025,Safran,1,Other/Unknown,Unknown
2025,Saga University,1,Asia-Pacific (excl. China),Japan
2025,Saint Cloud State University,1,United States,United States
2025,Saint Louis University,1,Asia-Pacific (excl. China),Philippines
2025,Sakana AI,3,Other/Unknown,Unknown
2025,Salesforce Research,14,United States,United States
2025,SaluteDevices,1,Other/Unknown,Unknown
2025,Samsung Research,29,Asia-Pacific (excl. China),South Korea
2025,San Jose State University,1,United States,United States
2025,Santa Clara University,1,United States,United States
2025,Sapienza University of Rome,4,Europe,Italy
2025,Saudi Aramco,1,Other/Unknown,Unknown
2025,Scale AI,4,Other/Unknown,Unknown
2025,School of Education Pisa,1,Europe,Italy
2025,Science University of Tokyo,2,Asia-Pacific (excl. China),Japan
2025,Seattle Colleges,16,United States,United States
2025,SecureBio,2,Other/Unknown,Unknown
2025,Seisen University,10,Asia-Pacific (excl. China),Japan
2025,Sejong University,2,Other/Unknown,"Korea, Republic of"
2025,Selvita,1,Other/Unknown,Unknown
2025,SenseTime,32,China,China
2025,Seoul National University,85,Other/Unknown,"Korea, Republic of"
2025,ServiceNow,2,Other/Unknown,Unknown
2025,ServiceNow Inc,3,Other/Unknown,Unknown
2025,ServiceNow Research,5,Canada,Canada
2025,Shandong Medical University,1,China,China
2025,Shandong Normal University,2,China,China
2025,Shandong University,40,China,China
2025,Shandong University of Finance and Economics,1,China,China
2025,Shandong University of Science and Technology,2,China,China
2025,Shanghai Jiao Tong University,108,China,China
2025,Shanghai Jiaotong University,181,China,China
2025,Shanghai Maritime University,1,China,China
2025,Shanghai University,16,China,China
2025,Shanghai University of Finance and Economics,17,China,China
2025,Shanghai University of Science and Technology,4,China,China
2025,ShanghaiTech University,33,China,China
2025,Shanxi University,9,China,China
2025,Shaqra University,1,Middle East & Africa,Saudi Arabia
2025,Sharif University of Technology,19,Middle East & Africa,Iran
2025,Shenzhen Institute of Advanced Technology,4,China,China
2025,Shenzhen Technology University,4,China,China
2025,Shenzhen University,92,China,China
2025,Shihezi University,1,China,China
2025,Shipamax,1,Other/Unknown,Unknown
2025,Sichuan Agricultural University,2,China,China
2025,Sichuan University,43,China,China
2025,Siemens,1,Other/Unknown,Unknown
2025,Siemens Healthineers,2,Other/Unknown,Unknown
2025,SilicoNeuro,1,Other/Unknown,Unknown
2025,SimPlatform Co. Ltd.,1,Other/Unknown,Unknown
2025,Simon Fraser University,7,Canada,Canada
2025,Sinequa,1,Other/Unknown,Unknown
2025,Singapore Management University,20,Asia-Pacific (excl. China),Singapore
2025,Singapore University of Technology and Design,11,Asia-Pacific (excl. China),Singapore
2025,Skild AI,2,Other/Unknown,Unknown
2025,Skybox Imaging,1,Other/Unknown,Unknown
2025,Skywork,1,Other/Unknown,Unknown
2025,Skywork AI,2,Other/Unknown,Unknown
2025,SmartMore,3,Other/Unknown,Unknown
2025,Snap Research,11,United States,United States
2025,Snowflake,4,Other/Unknown,Unknown
2025,Snt,1,Other/Unknown,Unknown
2025,Sogang University,7,Asia-Pacific (excl. China),South Korea
2025,Sohu,1,Other/Unknown,Unknown
2025,Sony AI,14,Asia-Pacific (excl. China),Japan
2025,Soochow University,18,Other/Unknown,"Taiwan, Province of China"
2025,Sorbonne Université,16,Europe,France
2025,South China Agricultural University,1,China,China
2025,South China Normal University,8,China,China
2025,South China University of Technology,49,China,China
2025,South University of Science and Technology of China,2,China,China
2025,Southeast University,52,China,China
2025,Southwest Jiaotong University,10,China,China
2025,Southwest Petroleum University,2,China,China
2025,Southwest University,5,China,China
2025,Southwest University of Finance and Economics,6,China,China
2025,Spaitial Ltd,1,Other/Unknown,Unknown
2025,Spotify,2,Other/Unknown,Unknown
2025,SqueezeBits Inc.,1,Other/Unknown,Unknown
2025,Squirrel AI,1,Other/Unknown,Unknown
2025,Sri Sathya Sai Institute of Higher Learning,4,Asia-Pacific (excl. China),India
2025,St. Francis College,3,United States,United States
2025,St. Joseph Group of Institutes,7,Other/Unknown,"Tanzania, United Republic of"
2025,St. Petersburg State University,1,Other/Unknown,Russian Federation
2025,Stability AI,3,Other/Unknown,Unknown
2025,Stanford University,184,United States,United States
2025,State University of New York College of Agriculture and Technology at Cobleskill,3,United States,United States
2025,State University of New York at Albany,2,United States,United States
2025,State University of New York at Binghamton,5,United States,United States
2025,State University of New York at Buffalo,24,United States,United States
2025,State University of New York at Stony Brook,17,United States,United States
2025,Stazione Zoologica Anton Dohrn,1,Other/Unknown,Unknown
2025,Step Fun Inc,1,Other/Unknown,Unknown
2025,StepFun,4,Other/Unknown,Unknown
2025,Stepfun,1,Other/Unknown,Unknown
2025,Stevens Institute of Technology,4,United States,United States
2025,Sudan University for Science and Technology,1,Other/Unknown,Sudan
2025,Sun Yat-sen University,96,China,China
2025,Sungkyunkwan University,23,Asia-Pacific (excl. China),South Korea
2025,Suzhou University,10,China,China
2025,Swansea University,1,Europe,United Kingdom
2025,Swinburne University of Technology,1,Asia-Pacific (excl. China),Australia
2025,Synopsys Inc.,6,Other/Unknown,Unknown
2025,Syracuse University,9,United States,United States
2025,TSE,1,Other/Unknown,Unknown
2025,TaiChung Healthcare and Management University,1,Other/Unknown,"Taiwan, Province of China"
2025,Takeda,1,Other/Unknown,Unknown
2025,Taras Shevchenko National University of Kyiv,1,Other/Unknown,Ukraine
2025,Tecent,1,Other/Unknown,Unknown
2025,Technical University of Cluj-Napoca,1,Europe,Romania
2025,Technical University of Denmark,7,Europe,Denmark
2025,Technical University of Lodz,1,Europe,Poland
2025,Technical University of Wroclaw,1,Europe,Poland
2025,Technion - Israel Institute of Technology,51,Middle East & Africa,Israel
2025,Technische Hochschule Brandenburg,1,Europe,Germany
2025,Technische Hochschule Köln,1,Europe,Germany
2025,Technische Universität Berlin,22,Europe,Germany
